confound,r2_val,r2_test,alpha
selfies_len_tokens,0.9905542862994022,0.9905972455647403,1.0
branch_token_count,0.9303085876045876,0.9300928570645584,3.1622776601683795
ring_token_count,0.9473818499242053,0.9474282234493584,1.0
token_entropy,0.8304077755746886,0.8319162233752146,1.0
