target,best_epoch,elapsed_seconds,y_mean_train,y_std_train,n_train,n_val,n_test,r2_train,r2_val,r2_test,property,ridge_r2_val,ridge_r2_test,delta_test,delta_val_mlp_minus_ridge,delta_test_mlp_minus_ridge
resid_RingCount,14,132.26081680017523,7.129146700344684e-15,0.640451619958526,635522,79440,79441,0.9009166359901428,0.8531572222709656,0.8546352386474609,RingCount,0.51605660121754,0.515359799046009,-0.3341193800980132,0.33710062105342553,0.3392754396014519
resid_BertzCT,14,171.56271660001948,-4.348822699682425e-14,123.29515388127899,635522,79440,79441,0.8951632380485535,0.8515942096710205,0.8513002991676331,BertzCT,0.5618818350408127,0.5646191174984548,-0.3656508483759689,0.2897123746302078,0.2866811816691782
resid_MolWt,15,88.0869507000316,4.56497226809867e-14,29.70969818835648,635522,79440,79441,0.8953394293785095,0.8430078029632568,0.8343689441680908,MolWt,0.3173943829861189,0.3170289157419581,-0.6020037605517542,0.525613419977138,0.5173400284261327
resid_HeavyAtomCount,14,88.73748060013168,-4.493795233088144e-15,1.1772420015644,635522,79440,79441,0.8792864084243774,0.8323366045951843,0.8298853635787964,HeavyAtomCount,0.3834605969955741,0.3787486219858389,-0.5834607100671686,0.4488760075996102,0.45113674159295747
resid_NumRotatableBonds,14,98.7409645000007,2.1774166570905654e-15,1.9908904124537399,635522,79440,79441,0.7861120104789734,0.6978558301925659,0.7008336782455444,NumRotatableBonds,0.2003232360242339,0.2007172991717444,-0.2813721643378388,0.497532594168332,0.5001163790738
resid_SA-score,13,170.67820740002207,7.636253167068149e-18,0.573317044528873,635522,79440,79441,0.7505602240562439,0.671358585357666,0.6712045073509216,SA-score,0.38656933020373263,0.3936040543416872,-0.07343175725638118,0.2847892551539334,0.2776004530092344
