target,best_epoch,elapsed_seconds,y_mean_train,y_std_train,n_train,n_val,n_test,r2_train,r2_val,r2_test,property
HeavyAtomCount,11,179.22068680007942,22.431856017572954,6.8582496804325785,635522,79440,79441,0.9923232793807983,0.9907170534133911,0.9904438257217407,HeavyAtomCount
MolWt,15,145.2190624999348,325.83952784711863,96.23308501874497,635522,79440,79441,0.9851080775260925,0.9797117710113525,0.9791799783706665,MolWt
BertzCT,14,156.27396619995125,691.5794684500464,323.9056081558536,635522,79440,79441,0.981789231300354,0.9756407141685486,0.9747129678726196,BertzCT
RingCount,14,125.05627199984156,2.6328183760751003,1.2778457913343324,635522,79440,79441,0.966741681098938,0.9537147879600525,0.9530274868011475,RingCount
NumRotatableBonds,15,170.89915849990211,4.206337467467688,2.5936503475717605,635522,79440,79441,0.8768553137779236,0.8242627382278442,0.821024477481842,NumRotatableBonds
SA-score,13,101.46693070000038,2.7213451190668123,0.602865651020022,635522,79440,79441,0.7792772054672241,0.7068629264831543,0.7110077142715454,SA-score
